"","daytime_pop","daytime_density","travel_to","DP0010001","brewery","cafe","medinc","b_hs","hs","phd","oldpop","youngpop","dist1","dist2","dist3","dist4","zone","hood"
"205",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,0,2,2,6,"Residential Single Family 5000","Phinney Ridge"
"206",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,1,"Residential Single Family 5000","Phinney Ridge"
"207",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,2,3,8,"Neighborhood Commercial 3","Green Lake"
"208",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,3,3,3,"Residential Single Family 5000","North College Park"
"209",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,1,1,1,"Industrial Buffer",NA
"210",5208,3131.21711635826,3381,4157,0,0,67450,0,61.9,21.6,3632,480,0,0,3,3,"Major Institution Overlay","North College Park"
"211",5208,3131.21711635826,3381,4157,0,0,67450,0,61.9,21.6,3632,480,0,0,0,0,"Major Institution Overlay","North College Park"
"212",2555,2861.87611380746,1273,3818,0,0,66042,4.5,51.1,24.6,3052,313,0,1,1,1,"Residential Single Family 5000","Greenwood"
"213",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,0,0,3,"Residential Single Family 5000","Greenwood"
"214",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,2,2,4,"Residential Single Family 5000","Phinney Ridge"
"215",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,1,4,5,"Residential Single Family 5000","Green Lake"
"216",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,1,2,2,2,"Residential Single Family 5000","Green Lake"
"217",3182,1996.51770168311,823,5289,0,2,118790,5.2,56.6,32.9,4524,656,0,0,0,3,"Commercial 1","Green Lake"
"218",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,0,0,0,3,"Residential Single Family 5000","Greenwood"
"219",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,1,2,"Residential Single Family 5000","Green Lake"
"220",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,0,0,0,0,"Residential Single Family 5000","Greenwood"
"221",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,1,3,4,"Residential Single Family 5000","Green Lake"
"222",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,0,2,5,"Residential Single Family 5000","Phinney Ridge"
"223",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,1,1,2,"Residential Single Family 5000","Phinney Ridge"
"224",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,0,2,5,"Residential Single Family 5000","Phinney Ridge"
"225",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,1,1,1,6,"Residential Single Family 5000","Phinney Ridge"
"226",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,1,2,"Residential Single Family 5000","Wallingford"
"227",7746,7133.75936962102,5695,6139,0,0,72256,0,80.6,24.3,5607,885,0,3,3,5,"Lowrise 1","Fremont"
"228",7746,7133.75936962102,5695,6139,0,0,72256,0,80.6,24.3,5607,885,0,0,3,3,"Lowrise 2","Fremont"
"229",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,1,1,1,3,"Residential Single Family 5000","Phinney Ridge"
"230",2694,3556.99912857482,1568,3600,0,1,66594,5.1,62.9,31.4,2970,396,0,0,3,5,"Neighborhood Commercial 2","Wallingford"
"231",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,0,"Residential Single Family 5000","Green Lake"
"232",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,0,0,0,"Residential Single Family 5000","Green Lake"
"233",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,2,2,"Lowrise 1","Wallingford"
"234",6365,5307.37320464447,4817,4948,0,1,86250,0,85.8,34.5,4353,492,0,0,0,1,"Industrial Commercial","Wallingford"
"235",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,0,2,3,"Residential Single Family 5000","Phinney Ridge"
"236",2694,3556.99912857482,1568,3600,0,0,66594,5.1,62.9,31.4,2970,396,0,0,1,3,"Residential Single Family 5000","Wallingford"
"237",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,1,"Residential Single Family 5000","Green Lake"
"238",2698,3059.95955590891,1144,3662,0,0,98851,4.2,54.6,40.8,2716,284,0,1,1,3,"Neighborhood Commercial 2","Wallingford"
"239",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,1,1,4,"Residential Single Family 5000","Green Lake"
"240",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,1,1,"Industrial Commercial",NA
"241",2694,3556.99912857482,1568,3600,0,0,66594,5.1,62.9,31.4,2970,396,0,1,1,2,"Residential Single Family 5000","Wallingford"
"242",2698,3059.95955590891,1144,3662,0,0,98851,4.2,54.6,40.8,2716,284,1,1,3,5,"Residential Single Family 5000","Wallingford"
"243",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,1,5,5,6,"Residential Single Family 5000","Phinney Ridge"
"244",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,1,2,2,2,"Residential Single Family 5000","Phinney Ridge"
"245",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,1,2,2,"Residential Single Family 5000","Phinney Ridge"
"246",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,0,0,1,1,"Residential Single Family 5000","Greenwood"
"247",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,0,"Residential Single Family 5000","Wallingford"
"248",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,1,2,7,"Residential Single Family 5000","Green Lake"
"249",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,2,2,3,"Residential Single Family 5000","Green Lake"
"250",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,3,3,3,3,"Residential Single Family 5000","North College Park"
"251",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,0,3,4,4,"Residential Single Family 5000","Greenwood"
"252",7746,7133.75936962102,5695,6139,0,0,72256,0,80.6,24.3,5607,885,0,0,0,4,"Residential Single Family 5000","Fremont"
"253",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,3,3,3,"Residential Single Family 5000","North College Park"
"254",5208,3131.21711635826,3381,4157,0,0,67450,0,61.9,21.6,3632,480,0,0,0,3,"Residential Single Family 7200","North College Park"
"255",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,1,1,1,"Residential Single Family 5000","Green Lake"
"256",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,0,0,3,"Residential Single Family 5000","Green Lake"
"257",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,2,3,4,"Industrial Buffer","Wallingford"
"258",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,2,2,4,"Residential Single Family 5000","Wallingford"
"259",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,2,"Residential Single Family 5000","Wallingford"
"260",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,0,1,1,1,"Residential Single Family 5000","Greenwood"
"261",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,0,2,"Industrial Buffer",NA
"262",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,3,3,"Lowrise 3","Fremont"
"263",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,1,1,4,4,"Residential Single Family 5000","Green Lake"
"264",6365,5307.37320464447,4817,4948,0,2,86250,0,85.8,34.5,4353,492,0,0,1,1,"Industrial Commercial","Wallingford"
"265",4885,4082.86758554172,2776,5672,0,0,65960,2.4,72.6,29.9,4843,795,0,0,0,2,"Residential Single Family 5000","Green Lake"
"266",2694,3556.99912857482,1568,3600,0,0,66594,5.1,62.9,31.4,2970,396,0,0,3,4,"Neighborhood Commercial 2","Wallingford"
"267",2694,3556.99912857482,1568,3600,0,0,66594,5.1,62.9,31.4,2970,396,0,3,4,4,"Lowrise 2","Fremont"
"268",2232,2263.21654581645,557,4177,0,0,96685,15.7,25,35,3290,140,0,3,4,6,"Residential Single Family 5000","Phinney Ridge"
"269",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,1,2,"Residential Single Family 5000","Green Lake"
"270",2232,2263.21654581645,557,4177,0,3,96685,15.7,25,35,3290,140,0,3,4,5,"Residential Single Family 5000","Phinney Ridge"
"271",2694,3556.99912857482,1568,3600,0,0,66594,5.1,62.9,31.4,2970,396,0,3,4,4,"Lowrise 2","Fremont"
"272",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,1,"Residential Single Family 5000","Phinney Ridge"
"273",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,1,"Residential Single Family 5000","Green Lake"
"274",2694,3556.99912857482,1568,3600,0,0,66594,5.1,62.9,31.4,2970,396,0,0,0,5,"Lowrise 3","Wallingford"
"275",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,3,"Residential Single Family 5000","Green Lake"
"276",7746,7133.75936962102,5695,6139,0,0,72256,0,80.6,24.3,5607,885,3,3,4,5,"Lowrise 2","Fremont"
"277",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,2,2,2,"Residential Single Family 5000","Wallingford"
"278",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,1,1,2,"Residential Single Family 5000","Phinney Ridge"
"279",7746,7133.75936962102,5695,6139,0,0,72256,0,80.6,24.3,5607,885,0,2,2,3,"Lowrise 1","Fremont"
"280",3724,2824.28245858187,2031,4539,0,0,106338,0,43.3,29,4268,245,0,0,1,4,"Lowrise 2","Fremont"
"281",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,1,1,1,"Industrial Commercial",NA
"282",2698,3059.95955590891,1144,3662,0,0,98851,4.2,54.6,40.8,2716,284,0,0,0,2,"Residential Single Family 5000","Wallingford"
"283",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,3,3,4,"Lowrise 2","Fremont"
"284",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,1,4,4,"Residential Single Family 5000","Phinney Ridge"
"285",5208,3131.21711635826,3381,4157,0,0,67450,0,61.9,21.6,3632,480,0,0,0,3,"Residential Single Family 5000","North College Park"
"286",2555,2861.87611380746,1273,3818,0,0,66042,4.5,51.1,24.6,3052,313,0,0,0,0,"Residential Single Family 5000","Greenwood"
"287",2555,2861.87611380746,1273,3818,0,0,66042,4.5,51.1,24.6,3052,313,0,0,0,1,"Residential Single Family 5000","Greenwood"
"288",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,0,3,"Residential Single Family 5000","Wallingford"
"289",4542,3366.35703395929,2288,5150,0,0,102879,2.8,45.7,38.1,4138,683,0,0,0,0,"Industrial Commercial",NA
"290",2698,3059.95955590891,1144,3662,0,0,98851,4.2,54.6,40.8,2716,284,0,2,2,3,"Residential Single Family 5000","Wallingford"
"291",2555,2861.87611380746,1273,3818,0,0,66042,4.5,51.1,24.6,3052,313,0,1,1,1,"Residential Single Family 5000","Greenwood"
"292",2555,2861.87611380746,1273,3818,0,0,66042,4.5,51.1,24.6,3052,313,0,0,1,1,"Residential Single Family 5000","Greenwood"
"293",2694,3556.99912857482,1568,3600,0,0,66594,5.1,62.9,31.4,2970,396,0,1,1,3,"Residential Single Family 5000","Wallingford"
"294",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,1,"Residential Single Family 5000","Phinney Ridge"
"295",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,0,3,3,"Residential Single Family 5000","North College Park"
"296",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,3,3,3,"Residential Single Family 5000","North College Park"
"297",7746,7133.75936962102,5695,6139,0,0,72256,0,80.6,24.3,5607,885,0,0,0,0,"Industrial Commercial","Fremont"
"298",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,0,2,"Commercial 1","Wallingford"
"299",2555,2861.87611380746,1273,3818,0,0,66042,4.5,51.1,24.6,3052,313,0,0,1,1,"Residential Single Family 5000","Greenwood"
"300",7746,7133.75936962102,5695,6139,0,2,72256,0,80.6,24.3,5607,885,0,0,0,4,"Industrial Buffer","Fremont"
"301",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,1,3,5,"Residential Single Family 5000","Green Lake"
"302",7746,7133.75936962102,5695,6139,0,0,72256,0,80.6,24.3,5607,885,0,1,2,2,"Lowrise 1","Fremont"
"303",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,1,1,2,7,"Residential Single Family 5000","Phinney Ridge"
"304",2694,3556.99912857482,1568,3600,0,0,66594,5.1,62.9,31.4,2970,396,3,4,4,4,"Lowrise 2","Fremont"
"305",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,2,3,"Commercial 1","Wallingford"
"306",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,3,4,5,5,"Residential Single Family 5000","Phinney Ridge"
"307",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,1,2,2,"Residential Single Family 5000","Green Lake"
"308",2580,2623.58562803861,786,4481,0,1,100859,0,70.3,28.9,3711,266,0,0,0,0,"Residential Single Family 5000","Greenwood"
"309",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,3,4,"Residential Single Family 5000","Fremont"
"310",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,0,"Residential Single Family 5000","Wallingford"
"311",2694,3556.99912857482,1568,3600,0,1,66594,5.1,62.9,31.4,2970,396,0,0,1,2,"Lowrise 2","Wallingford"
"312",3724,2824.28245858187,2031,4539,0,0,106338,0,43.3,29,4268,245,0,1,4,7,"Lowrise 1","Fremont"
"313",2694,3556.99912857482,1568,3600,0,0,66594,5.1,62.9,31.4,2970,396,0,0,0,1,"Residential Single Family 5000","Wallingford"
"314",2694,3556.99912857482,1568,3600,0,0,66594,5.1,62.9,31.4,2970,396,0,3,3,4,"Residential Single Family 5000","Fremont"
"315",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,0,0,0,1,"Residential Single Family 5000","Greenwood"
"316",3724,2824.28245858187,2031,4539,0,0,106338,0,43.3,29,4268,245,1,1,2,4,"Lowrise 1","Fremont"
"317",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,2,2,4,"Residential Single Family 5000","Green Lake"
"318",2698,3059.95955590891,1144,3662,0,0,98851,4.2,54.6,40.8,2716,284,0,2,5,5,"Residential Single Family 5000","Wallingford"
"319",2698,3059.95955590891,1144,3662,0,0,98851,4.2,54.6,40.8,2716,284,0,2,3,3,"Residential Single Family 5000","Wallingford"
"320",2555,2861.87611380746,1273,3818,0,0,66042,4.5,51.1,24.6,3052,313,0,0,0,0,"Lowrise 3","Greenwood"
"321",6365,5307.37320464447,4817,4948,0,2,86250,0,85.8,34.5,4353,492,0,0,0,3,"Lowrise 1","Fremont"
"322",7746,7133.75936962102,5695,6139,0,0,72256,0,80.6,24.3,5607,885,0,0,4,5,"Residential Single Family 5000","Fremont"
"323",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,0,"Residential Single Family 5000","Green Lake"
"324",2555,2861.87611380746,1273,3818,2,1,66042,4.5,51.1,24.6,3052,313,0,0,0,0,"Neighborhood Commercial 2 Incentive","Greenwood"
"325",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,0,5,5,6,"Residential Single Family 5000","Phinney Ridge"
"326",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,1,2,5,5,"Residential Single Family 5000","Greenwood"
"327",7746,7133.75936962102,5695,6139,0,0,72256,0,80.6,24.3,5607,885,0,3,3,5,"Residential Single Family 5000","Fremont"
"328",6365,5307.37320464447,4817,4948,0,1,86250,0,85.8,34.5,4353,492,0,0,0,5,"Residential Single Family 5000","Wallingford"
"329",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,0,"Residential Single Family 5000","Green Lake"
"330",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,0,3,"Commercial 1","Fremont"
"331",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,1,2,3,"Residential Single Family 5000","Green Lake"
"332",2694,3556.99912857482,1568,3600,0,0,66594,5.1,62.9,31.4,2970,396,0,0,0,4,"Residential Single Family 5000","Wallingford"
"333",7746,7133.75936962102,5695,6139,0,0,72256,0,80.6,24.3,5607,885,0,1,1,3,"Lowrise 3","Fremont"
"334",2698,3059.95955590891,1144,3662,0,0,98851,4.2,54.6,40.8,2716,284,0,1,2,5,"Residential Single Family 5000","Wallingford"
"335",6365,5307.37320464447,4817,4948,1,0,86250,0,85.8,34.5,4353,492,0,1,1,1,"Commercial 1","Fremont"
"336",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,1,"Residential Single Family 5000","Green Lake"
"337",2627,2051.98785835582,921,4234,0,0,65984,24.2,32,13.9,3583,359,0,0,0,1,"Commercial 1","Greenwood"
"338",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,0,0,4,"Residential Single Family 5000","Phinney Ridge"
"339",7746,7133.75936962102,5695,6139,0,2,72256,0,80.6,24.3,5607,885,0,0,0,0,"Industrial Commercial","Fremont"
"340",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,2,2,2,"Residential Single Family 5000","Wallingford"
"341",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,0,3,"Lowrise 3","Fremont"
"342",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,0,"Residential Single Family 5000","Green Lake"
"343",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,0,3,"Neighborhood Commercial 2","Wallingford"
"344",4885,4082.86758554172,2776,5672,0,0,65960,2.4,72.6,29.9,4843,795,0,0,0,1,"Residential Single Family 5000","Green Lake"
"345",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,0,1,1,1,"Residential Single Family 5000","Greenwood"
"346",7746,7133.75936962102,5695,6139,0,1,72256,0,80.6,24.3,5607,885,0,4,4,6,"Lowrise 1","Fremont"
"347",5208,3131.21711635826,3381,4157,0,0,67450,0,61.9,21.6,3632,480,0,0,0,3,"Major Institution Overlay","North College Park"
"348",7746,7133.75936962102,5695,6139,0,1,72256,0,80.6,24.3,5607,885,0,0,0,3,"Neighborhood Commercial 3","Fremont"
"349",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,2,"Residential Single Family 5000","Green Lake"
"350",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,1,2,6,6,"Lowrise 2","Phinney Ridge"
"351",2232,2263.21654581645,557,4177,0,1,96685,15.7,25,35,3290,140,0,0,0,0,"Residential Single Family 5000","Greenwood"
"352",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,1,2,3,"Residential Single Family 5000","Phinney Ridge"
"353",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,1,3,"Residential Single Family 5000","Green Lake"
"354",5208,3131.21711635826,3381,4157,0,0,67450,0,61.9,21.6,3632,480,0,0,0,0,"Major Institution Overlay","North College Park"
"355",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,3,3,3,4,"Residential Single Family 5000","Greenwood"
"356",2232,2263.21654581645,557,4177,0,5,96685,15.7,25,35,3290,140,0,0,0,0,"Residential Single Family 5000","Greenwood"
"357",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,1,2,2,"Residential Single Family 5000","Phinney Ridge"
"358",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,1,1,1,2,"Residential Single Family 5000","Wallingford"
"359",7746,7133.75936962102,5695,6139,0,0,72256,0,80.6,24.3,5607,885,0,0,3,4,"Lowrise 3","Fremont"
"360",2698,3059.95955590891,1144,3662,0,0,98851,4.2,54.6,40.8,2716,284,0,1,2,5,"Neighborhood Commercial 2","Wallingford"
"361",7746,7133.75936962102,5695,6139,0,1,72256,0,80.6,24.3,5607,885,0,3,5,6,"Lowrise 1","Fremont"
"362",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,2,"Residential Single Family 5000","Phinney Ridge"
"363",7746,7133.75936962102,5695,6139,0,0,72256,0,80.6,24.3,5607,885,0,1,3,4,"Lowrise 1","Fremont"
"364",2698,3059.95955590891,1144,3662,0,0,98851,4.2,54.6,40.8,2716,284,2,2,2,3,"Residential Single Family 5000","Wallingford"
"365",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,1,"Residential Single Family 5000","Green Lake"
"366",2232,2263.21654581645,557,4177,0,1,96685,15.7,25,35,3290,140,0,0,0,0,"Residential Single Family 5000","Greenwood"
"367",2698,3059.95955590891,1144,3662,0,1,98851,4.2,54.6,40.8,2716,284,0,1,1,5,"Neighborhood Commercial 2","Wallingford"
"368",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,0,2,5,6,"Residential Single Family 5000","Phinney Ridge"
"369",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,1,2,"Residential Single Family 5000","Green Lake"
"370",2698,3059.95955590891,1144,3662,0,0,98851,4.2,54.6,40.8,2716,284,0,0,1,2,"Residential Single Family 5000","Wallingford"
"371",7746,7133.75936962102,5695,6139,0,0,72256,0,80.6,24.3,5607,885,1,1,1,2,"Lowrise 2","Fremont"
"372",2698,3059.95955590891,1144,3662,0,0,98851,4.2,54.6,40.8,2716,284,2,3,3,4,"Residential Single Family 5000","Wallingford"
"373",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,3,"Residential Single Family 5000","Green Lake"
"374",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,0,1,"Residential Single Family 5000","Wallingford"
"375",2698,3059.95955590891,1144,3662,0,0,98851,4.2,54.6,40.8,2716,284,0,0,1,1,"Residential Single Family 5000","Wallingford"
"376",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,1,2,"Residential Single Family 5000","Phinney Ridge"
"377",2555,2861.87611380746,1273,3818,0,0,66042,4.5,51.1,24.6,3052,313,0,0,0,1,"Residential Single Family 5000","Greenwood"
"378",27693,58398.054874307,24721,4341,0,0,32885,16.5,13.6,13.9,3593,641,0,0,0,1,"Highrise","Pioneer Square"
"379",42624,4520.49207015502,41752,2354,0,0,67617,5.5,20.7,15.9,2182,275,0,0,0,0,"Pioneer Square Mixed","Pioneer Square"
"380",27693,58398.054874307,24721,4341,0,0,32885,16.5,13.6,13.9,3593,641,0,0,0,0,"Master Planned Community","Yesler Terrace"
"381",6792,20571.1585814623,5403,2825,0,0,26500,5.9,40.7,10,2293,253,0,0,0,0,"Downtown Harborfront 1","Pioneer Square"
"382",6792,20571.1585814623,5403,2825,0,0,26500,5.9,40.7,10,2293,253,0,0,0,0,"Pioneer Square Mixed","Pioneer Square"
